Indicação de data e hora,Situação,Sexo:,Com qual cor/etnia você se identifica?,estado_civil,tem_filhos,renda_mensal_da_família,com_quem_mora_atualmente,residindo_em,dist_moradia_atual_para_universidade,Qual meio de transporte você utiliza para chegar à universidade,apresent_alguma_necessidade_educacional_especial,tipo_escola_cursou_ensino_fundamental,tipo_escola_cursou_ensino_médio,forma_ingresso,como_tomou_conhecimento_do_curso_de_sua_escolha,trabalha_exerce_alguma_atividade_remunerada,,participa_algum_tipo_de_atividade_organização_associação,principal_fator_que_determinou_sua_escolha_por_este_curso,,afinidade_linguagens,afinidade_humanas,afinidade_matemática,afinidade_ciencias_natureza,horas_diárias_de_estudo_fora_de_sala,motivação,Indique em que medida você conhece sobre o curso de sua escolha: [As atividades e tarefas exercidas durante o curso.],Indique em que medida você conhece sobre o curso de sua escolha: [O nível de dedicação exigido.],Indique em que medida você conhece sobre o curso de sua escolha: [As disciplinas ofertadas.],Indique em que medida você conhece sobre o curso de sua escolha: [As competências e habilidades requeridas.],"Indique em que medida você conhece sobre o curso de sua escolha: [As condições do mercado de trabalho (salário, empregabilidade, etc).]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Tenho boas competências para a área de tecnologia da informação.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Julgo que o meu curso me permitirá me realizar profissionalmente.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Pretendo concluir meu curso nesta instituição.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]",Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Assinale as DUAS principais dificuldades que você percebeu influenciar a conclusão do curso:,Você já concluiu ou está cursando algum outro curso tecnológico ou de graduação? [Não.],"Dentre os cursos oferecidos pela UFC, aquele no qual você havia ingressado sempre foi a formação que você desejou realizar?"
5/18/2015 16:03:44,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",No site da universidade.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,Por conta de um mercado de trabalho promissor.,,Alguma afinidade,Boa afinidade,Muita afinidade,Pouquíssima afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Eu espero me apaixonar pelo curso assim como pelo técnico em Redes de Computadores. E acredito que com um pouco de organização e bastante dedicação conseguirei conclui-lo.,Engenharia de computação,Engenharia de Computação - UFC QX / Engenharia de Software - UFC QX,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/18/2015 16:03:59,ATIVO,Masculino,,Solteiro/a,Não,De 3001 até 4000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Muita afinidade,Boa afinidade,Até 2 horas,Muito motivado.,Conheço bem,Conheço muito bem,Algum conhecimento,Conheço muito bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de prestar um concurso e trabalhar no setor público.,Terminar sem reprovações e sair da universidade com bastante conhecimento na área. E conseguir passar em um bom concurso.,Engenharia de computação,"Engenharia de computação, Engenharia Civil.",Problemas Financeiros,,
5/18/2015 16:05:34,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,,Boa afinidade,Alguma afinidade,Muita afinidade,Muita afinidade,De 4 a 6 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço muito bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).,"Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero poder aprender muito e assim servir a sociedade retribuindo a oportunidade que me foi dada. Também preso bastante pela possibilidade de atuar de forma direta na região de onde vim.Desta forma, poder me realizar profissionalmente e pessoalmente, tornando prazerosa a atividade exercida e fazendo valer as dificuldades na conclusão do curso.",Engenharia de computação,"Engenharia de Computação , Engenharia Civil","Problemas Financeiros, Falta de contato com TI, antes da universidade .",,
5/18/2015 16:07:39,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço muito bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Conseguir absorver o máximo de conteúdo possivel, com uma boa base para continuar seguindo na vida acadêmica, e conseguir um bom emprego futuramente na area de minha escolha.",Engenharia de computação,Engenharia de Computação. Engenharia de Software,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/18/2015 16:08:29,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Sim. Visual,Particular,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Não havia na cidade onde moro o curso de meu real interesse.,,Boa afinidade,Boa afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Totalmente desmotivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se sempre,Verifica-se sempre,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Até o momento espero que o curso possa me da total conhecimento na área escolhida para que futuramente eu posso da a continuidade nos estudos até almejar o tão sonhado Doutorado e da continuidade nos meus planos que é abrir a minha própria empresa de seguranças em dados ou sistemas de segurança um ponto que ainda estou avaliando aos pouco sobre como montar e o que devo fazer. Espero também conseguir me tornar um excelente profissional na área para ganhar a minha satisfação pessoal na parte profissional.,Engenharia de computação,Engenharia da Computação e Engenharia Civil.,"Problemas Pessoais, Dificuldade de Socialização, Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração, Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/18/2015 16:08:52,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Muita afinidade,Boa afinidade,Muita afinidade,Até 2 horas,Muito motivado.,Conheço muito bem,Conheço muito bem,Algum conhecimento,Conheço muito bem,Conheço bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Poder desenvolver algum projeto antes da concluso do curso em beneficio da sociedade e aprender mais do que  proposto em sala. Me qualificar em si para um pós-graduação.,Engenharia de computação,Engenharia de Computaçao e Engenharia de Software,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/18/2015 16:09:18,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,Por conta de um mercado de trabalho promissor.,,Muita afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 4 a 6 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero poder conseguir satisfação pessoal e profissional, inserção no mercado de trabalho ou  abrir horizontes para o desenvolvimento de minha própria empresa. Espero também poder contribuir para a sociedade ou para universidade todo e qualquer ensino aqui aprendido.",Engenharia de computação,"Engenharia de computação, Engenharia de software","Problemas Financeiros, Dificuldade com o aprendizado da matemática",,
5/18/2015 16:15:21,CANCELADO/ABANDONO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 50 km e 100 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,Até 2 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Experiência de estágio na área.",Gostaria de conseguir um bom emprego.,"Bom, primeiramente eu percebi de imediato que o curso é um dos melhores na área de TI, porém a exigência é tão grande quanto e nesse inicio de curso estou um pouquinho desmotivado, mas coloquei na minha cabeça que iria concluir esse curso custe o que custar, então vou dar o melhor de mim nos semestres adiante.
Espero me familiarizar cada vez mais com a universidade e com o curso!",Engenharia de computação,Engenharia de Computação e Engenharia de Software,"Dificuldade de Transporte, Dificuldade com o aprendizado da matemática",,
5/18/2015 17:13:17,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Grupo de Estudos de Fisica,É uma área com a qual me identifico.,,Boa afinidade,Muita afinidade,Muita afinidade,Muita afinidade,De 4 a 6 horas,Motivado.,Pouquíssimo conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Espero que chegue nas reais atividades da qual eu me identifico... Isso chegara pelo 5 semestre!!!,Engenharia de computação,Engenharia de Computaçao/Fisica,"Problemas Pessoais, Dificuldade com o aprendizado de programação",,
5/18/2015 17:13:22,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,,Alguma afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço muito bem,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero ter conhecimento suficiente para continuar academicamente e quando necessário, se tornar um profissional de destaque na área.",Engenharia de computação,Engenharia da Computação - Sobral/ Engenharia da Computação,"Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado da matemática",,
5/18/2015 17:14:17,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,Não havia na cidade onde moro o curso de meu real interesse.,,Boa afinidade,Muita afinidade,Muita afinidade,Muita afinidade,De 2 a 3 horas,Pouco motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Nunca se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","No decorrer das disciplinas, espero conseguir me identificar com o curso. Caso isso ocorra, quero aproveitar e conseguir absorver o máximo possível.",Engenharia de computação,Primeira: Medicina / Segunda: Engenharia da Computação,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/18/2015 17:14:22,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Família,Zona urbana,Entre 50 km e 100 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Clube recreativo ou associação esportiva.,É uma área com a qual me identifico.,,Boa afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Pouquíssimo conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero poder sair com conhecimento academia suficiente para poder seguir a vida academia rumo ao mestrado, ou no minimo, um bom emprego.",Engenharia de computação,Engenharia de computação e Engenharia Civil,"Dificuldade de Transporte, Problemas Financeiros",,
5/18/2015 17:14:24,ATIVO,Feminino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se com frequência,Poucas vezes se verifica,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.",Gostaria de conseguir um bom emprego.,"Espero conseguir terminar o curso, apesar de todas as dificuldades e me realizar profissionalmente.",Engenharia de computação,Engenharia de computaçao e ciencia da computaçao,"Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado da matemática",,
5/18/2015 17:16:00,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,Nunca se verifica,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,Que seja bem proveitoso e que me proporcione um bom futuro.,Engenharia de computação,Engenharia de Computação e Ciência da Computaçao,"Problemas Pessoais, Dificuldade com o aprendizado da matemática",,
5/18/2015 17:17:19,CANCELADO/MUDANÇA DE CURSO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Feira das profissões,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Não havia na cidade onde moro o curso de meu real interesse.,,Boa afinidade,Boa afinidade,Alguma afinidade,Muita afinidade,Até 2 horas,Pouco motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se com frequência,Nunca se verifica,,,,"O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).",Gostaria de conseguir um bom emprego.,"Apesar do curso ser de ótima qualidade, sinto que não estou em uma área que poderia despertar totalmente o meu interesse. Por essa razão, tenho planos de pedir transferência para um curso que me interesse de verdade, o curso de biotecnologia também na UFC porém no campus do Pici  em Fortaleza.",Ciência da computação,Biotecnologia / Ciência da Computação,"Problemas Pessoais, Dificuldade com o aprendizado de programação",,
5/18/2015 17:17:21,ATIVO,Masculino,,Solteiro/a,Não,De 4001 até 5000 reais,Família,Zona urbana,Até 10 km,Automóvel particular,Sim. Visual,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,eu mesmo,Não exerço nenhuma atividade remunerada.,,Grupo de Jogos Digitais,É uma área com a qual me identifico.,,Pouquíssima afinidade,Pouquíssima afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Conheço muito bem,Conheço bem,Conheço bem,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de prestar um concurso e trabalhar no setor público.,"Espero seguir na area e fazer uma especializaçao, porem ainda nao sei em que e pretendo descobri com as disciplinas do curso. Mas ate agora acredito que a area de Segurança da Informaçao e' a que mais me identifico.",Engenharia de computação,"ENGENHARIA DA COMPUTAÇAO, DESIGN DIGITAL","Problemas Financeiros, FALTA DE ATIVIDADES EXTRA-CURRICULARES QUE NAO SEJAM VOLTADAS PARA TI.",,
5/18/2015 17:17:34,ATIVO,Masculino,,Solteiro/a,Sim,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Boa afinidade,Alguma afinidade,Até 2 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Algum conhecimento,Pouquíssimo conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,"O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Me formar da data prevista e conseguir com o decorrer do curso, experiências tanto na instituição como fora dela.",Engenharia de computação,Engenharia de energias renovaveis/Engenharia da Computação,"Dificuldade de Transporte, Dificuldade de Concentração",,
5/18/2015 17:17:35,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Sim. Visual,Particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,DeMolay,É uma área com a qual me identifico.,,Boa afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço muito bem,Algum conhecimento,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Nunca se verifica,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de prestar um concurso e trabalhar no setor público.,Que me satisfaça tanto pessoalmente como profissionalmente!,Engenharia de computação,Engenharia da Computação UFC & Engenharia de Energias UNILAB,"Problemas Financeiros, Dificuldade com o aprendizado da matemática",,
5/18/2015 17:18:18,ATIVO,Feminino,,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Não havia na cidade onde moro o curso de meu real interesse.,,Boa afinidade,Alguma afinidade,Muita afinidade,Muita afinidade,Acima de 6 horas,Muito motivado.,Algum conhecimento,Conheço muito bem,Conheço bem,Algum conhecimento,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Eu espero apenas que o curso continue sendo muito bom e minhas expectativas são que eu consiga ir para o ciências sem fronteiras e que eu consiga terminar o curso com uma nota muito boa.,Engenharia de computação,Engenharia de Computaçao e Engenharia de Software,Dificuldade em algumas matrias,,
5/18/2015 17:18:24,ATIVO,Feminino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,"Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Espero aprender realmente a essência do que o curso ensina e poder ajudar as pessoas com o conhecimento adquirido. Pretendo me envolver em pesquisas e outras atividades que me possibilitem maior e melhor contato com a área de atuação do curso e seu emprego no mundo real.,Engenharia de computação,Engenharia de Computação e Ciência da Computação,"Dificuldade de Socialização, Dificuldade de Organizar Horários de Estudos",,
