Indicação de data e hora,situacao,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Como você tomou conhecimento do curso de sua escolha aqui na UFC de Quixadá?,Sexo,estado_civil,filhos,renda,quem_você_está_morando_atualmente,residindo_em,distancia_ufc_casa,meio_de_transporte,apresenta_necessidade_educacional_especial,tipo_escola_ensino_fundamental,tipo_escola_ensino_medio,forma_ingresso_ufc_qxd,atividade_remunerada,participa_algum_tipo_atividade_organização_associação,fator_escolha_curso,afinidade_linguagens,afinidade_humanas,afinidade_matematica,afinidade_natureza,estudo_fora_sala,motivacao_curso,tarefa_durante_curso,dedicacao_exigida,disciplinas_ofertadas,competencias_habilidades_requiridas,condicoes_mercado_trabalho,competencias_area_ti,realizacao_profissional,concluir_curso_nessa_instituicao,nao_mudaria_de_curso,Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Assinale as DUAS principais dificuldades que você percebe influenciar a conclusão do curso:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?
5/5/2016 15:16:11,ATIVO,Engenharia de computação,1º Eng de Computação/2° Sistemas de Informação,Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,De 3001 até 4000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,"Igreja ou grupo religioso., Clube recreativo ou associação esportiva.",É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",Gostaria de conseguir um bom emprego.,"Espero que continue sendo o curso que eu esperava, e espero que eu consiga concluir o curso e alcançar meus objetivos pessoais."
5/5/2016 15:16:32,ATIVO,Engenharia de computação,"Engenharia de Computação, Não lembro o outro",Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,De 5001 até 6000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Transporte, Problemas Financeiros","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Espero concluí-lo.
5/5/2016 15:16:43,ATIVO,Engenharia de computação,Matematica Computacional (UFPB) - Engenharia de Computaçao (UFC),O nome do curso tinha engenharia.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Pelo fato de a instituição de ensino ser uma universidade pública.,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Acima de 6 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita.","Problemas Financeiros, Problemas Pessoais",Gostaria de conseguir um bom emprego.,Que ele me sirva para arranjar algum emprego quando eu terminar o mesmo.
5/5/2016 15:17:16,ATIVO,Engenharia de computação,"A primeira foi Engenharia de Computação, a segunda Engenharia Elétrica.",No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,"Família (pai, mãe, irmãos...)",Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Pouquíssima afinidade,Boa afinidade,Muita afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",Gostaria de conseguir um bom emprego.,Espero primeiro que eu consiga finaliza-lo. Segundo que goste dessa área.
5/5/2016 15:17:34,ATIVO,Engenharia de computação,engenharia mecĉanica engenharia da computação,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Parentes,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Alguma afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero aprender bastante sobre as coisas que me interessaram a ingressar na faculdade, como robótica, programação embarcada e etc, e poder tirar proveito disso tanto pessoal quando profissional."
5/5/2016 15:18:05,ATIVO,Engenharia de computação,Engenharia de computaçao e Sistemas de informaçao,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero ter uma boa adaptaçao com a nova cidade, colegas de curso e instituiçao. Conseguir organizar meus horarios e compromissos para ter um bom desempenho e cumprir os deveres relacionados ao curso. Manter um nivel de notas que me satisfaçam e mantenham o tempo da graduaçao nos limites aceitaveis. Me identificar cada vez mais com a area e serviços relacionados a mesma para me tornar um profissional realizado e competente."
5/5/2016 15:18:08,ATIVO,Engenharia de computação,"Eng. de Computação. UFC Quixadá / Eng. de Computação, UFC Fortaleza",Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Sim. Visual,Pública e particular,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Boa afinidade,Alguma afinidade,Pouquíssima afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado da matemática",Gostaria de prestar um concurso e trabalhar no setor público.,"Procuro manter sempre as melhores expectativas com relação ao tempo que passarei no curso de Engenharia de Computação. Além disso, pude observar que é uma vida totalmente diferente longe de casa, onde diversas situações trarão uma bagagem extensa de experiências, maturidade e responsabilidade."
5/5/2016 15:18:41,ATIVO,Engenharia de computação,"engenharia da computação, engenharia de produção civil",Escola e cursinhos,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,"Família (pai, mãe, irmãos...)",Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,por me indentificar com o curso e por achar um bom meio para os fins que procuro.,Alguma afinidade,Muita afinidade,Muita afinidade,Muita afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero que com o tal curso, eu consiga o necessário, para consigui alcança meus objetivos. minhas expectativas não podem ser descritas facilmente, mais apenas diria que são muitas."
5/5/2016 15:18:58,ATIVO,Engenharia de computação,Eng. de Computação Quixadá/ e Ciência da Computação Maracanaú,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,É uma área com a qual me identifico.,Alguma afinidade,Boa afinidade,Muita afinidade,Boa afinidade,Até 2 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Problemas Familiares, Problemas Pessoais",Gostaria de prestar um concurso e trabalhar no setor público.,"As expectativas são as melhores, me identifico com a área e gosto muito das disciplinas. Pretendo me esforçar e ser bem sucedida com relação as notas."
5/5/2016 15:19:48,ATIVO,Engenharia de computação,"Engenharia de computação, Sistemas da informação",Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,"Família (pai, mãe, irmãos...)",Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Pouquíssima afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Pouco motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração, Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",Gostaria de prestar um concurso e trabalhar no setor público.,"Eu espero que ele realize minhas expectativas.
De terminar com um bom conhecimento e consegui um bom emprego."
5/5/2016 15:20:39,ATIVO,Engenharia de computação,Matematica e Engenharia de Computacao,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,Até 1000 reais,Parentes,Zona urbana,Entre 50 km e 100 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,"Igreja ou grupo religioso., Clube recreativo ou associação esportiva.",Foi o curso que consegui aprovação com minha nota do ENEM.,Pouquíssima afinidade,Alguma afinidade,Alguma afinidade,Pouquíssima afinidade,De 2 a 3 horas,Pouco motivado.,Pouquíssimo conhecimento,Conheço bem,Pouquíssimo conhecimento,Algum conhecimento,Conheço bem,Poucas vezes se verifica,Poucas vezes se verifica,Verifica-se com frequência,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,Ganhar bastante conhecimento na area de informatica. Me formar e ter uma boa vida financeira no futuro.
5/5/2016 15:20:48,ATIVO,Engenharia de computação,1 - Engenharia da computação/ 2 - Design Digital,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,"Igreja ou grupo religioso., Partido político ou movimento estudantil.",É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Muita afinidade,Alguma afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Dificuldade de Transporte, Problemas Financeiros","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","almejo grandes coisas, ate pouco tempo atrás não pretendia ingressar na vida acadêmica, agora que conheço este campus e me identifiquei bastante gostaria de após me formar poder me especializar e lecionar aqui mesmo, passar o conhecimento adquirido aqui para jovens que irão começar a carreira academica."
5/5/2016 15:24:16,ATIVO,Engenharia de computação,"Engenharia Mecanica , Engeharia de computação.",Em sites especializados.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,"O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Dificuldade de Socialização, Dificuldade com o aprendizado da matemática",Gostaria de conseguir um bom emprego.,"espero que possa aprender tudo sobre a area do curso, minhas espectativas são, alem de aprender boa parte do que estudo, conseguir um bom emprego nesta area."
5/5/2016 15:25:59,ATIVO,Engenharia de computação,engenharia de computação e sistemas da informação,Escola e cursinhos,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita.","Dificuldade de Transporte, Problemas Financeiros","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",espero conseguir concluir o curso sem reprovar nenhuma cadeira e conseguir um bom emprego depois das minha especializações.
5/6/2016 11:40:41,ATIVO,Ciência da computação,"Ciencia da Computaçao, Ciencia da Computaçao",No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Ajuda Comunitaria - LEO Clube,É uma área com a qual me identifico.,Boa afinidade,Alguma afinidade,Pouquíssima afinidade,Muita afinidade,Até 2 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Problemas Financeiros, Dificuldade com o aprendizado da matemática","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Espero desafios a serem superados.
5/6/2016 11:44:38,ATIVO,Ciência da computação,Ciência da Computação / Ciência da Computação,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular e pública,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Pouquíssima afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Problemas Financeiros,Gostaria de ganhar dinheiro com o meu próprio negócio.,"Quando entrei para a faculdade minhas expectativas eram bem altas, ouvia falar bem de vários professores, onde estudaram, no que se especializaram e isso foi muito bom mas durante esses dois meses venho tendo dúvidas sobre o curso, não sei se ele atenderá aos objetivos que pretendo alcançar, pode ser que eu esteja um pouco preocupado por estar longe de casa, e mudar completamente a minha vida para acabar não alcançando o que gostaria pode estar me deixando mais preocupado do que o normal. Concluindo, o curso até o momento está me agradando e desagradando, não posso dizer que o odeio nem que o amo, diria que ainda tem algum tempo até saber ao certo o que esperar do curso."
5/6/2016 11:45:54,ATIVO,Ciência da computação,"Estatistica UFC FORTALEZA, Ciencia da Computacão UFC QUIXADA",No site da universidade.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Pouquíssima afinidade,Alguma afinidade,Muita afinidade,Pouquíssima afinidade,De 2 a 3 horas,Muito motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Experiência de estágio na área.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Que cada vez melhore mais.
5/6/2016 11:46:42,ATIVO,Ciência da computação,CC / ES,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Problemas Financeiros, Dificuldade de Concentração","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero adquirir bastante conhecimento nessa area que gosto muito, principalmente na area de programaçao. MInhas espectativas estao altas em relaçao ao curso."
5/6/2016 11:47:29,ATIVO,Ciência da computação,"Ciencia da Computaçao, Ciencia da Computaçao, Engenharia da computaço",Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Não havia na cidade onde moro o curso de meu real interesse.,Alguma afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,Até 2 horas,Pouco motivado.,Pouquíssimo conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita.","Problemas Financeiros, Dificuldade de Concentração","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Que eu consiga me identificar com o curso mais e mais, e começar a gostar dele."
5/6/2016 11:48:09,ATIVO,Ciência da computação,Ciência da Computação/ Design Digital,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,"Igreja ou grupo religioso., Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,Alguma afinidade,Boa afinidade,Muita afinidade,Muita afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Verifica-se sempre,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se com frequência,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Concentração","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Adquirir mais conhecimento técnico, especifico e abranger ainda mais minha visão sobre essa área, na qual mim identifico bastante. Concluir minha graduação com êxito e com muita dedicação. Ademais, continuar minha vida acadêmica e contribuir de alguma forma no meio social."
5/6/2016 11:51:43,ATIVO,Ciência da computação,CIÊNCIA DA COMPUTAÇÃO / MATEMÁTICA,Escola e cursinhos,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,"Família (pai, mãe, irmãos...)",Zona rural,Entre 50 km e 100 km,"Transporte alternativo (taxi, mototaxi, etc)",Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Boa afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,"Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.","Dificuldade de Transporte, Problemas Financeiros",Gostaria de prestar um concurso e trabalhar no setor público.,"Espero obter conhecimento necessário para uma boa formação profissional, visando o melhor aproveitamento possível do curso, para que assim eu possa me tornar um excelente profissional, trabalhando para conquistar meus sonhos e utilizar do meu trabalho para facilitar a vida das pessoas, buscando soluções para possíveis problemas."
5/6/2016 11:51:46,ATIVO,Ciência da computação,"Matemática Financeira, Ciência da Computação",Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,Foi o curso que consegui aprovação com minha nota do ENEM.,Alguma afinidade,Pouquíssima afinidade,Muita afinidade,Boa afinidade,Até 2 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Socialização",Gostaria de conseguir um bom emprego.,"Sendo algo q de começo eu ñ tinha muito conhecimento, eu pretendo aprender a gostar do q eu estou fazendo, algo q já esta acontecendo, eu pretendo concluir este curso com êxito para para ter uma condição financeira digna"
5/6/2016 11:52:33,ATIVO,Ciência da computação,Ciência da computação; Engenharia de computação,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Parentes,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de conseguir um bom emprego.,que eu consiga assimilar bem um conteúdo para se tornar um bom profissional no futuro  ; espero conseguir uma bom emprego na área.
